title,price,description,carat_weight,center_stone_shape,carat_material,photo_link,width,approx,metal,gold,copper,zinc,nickle,color_accent_tags,clarity_accent_tags,profile,carat,color,clarity,Url
The Razor Kamellie Set With A 1 Carat Oval Lab Diamond,"$1,770",slim knife-edge band,1,Oval,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-OV-RG-G2c_168ec78a-b20f-4616-8325-dd668c286e99_3x_jpg.webp?v=1690908698&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-OV-RG-G5d_0f1a1f77-5518-4b0d-8df0-301e156b81e2_3x_jpg.webp?v=1690908698&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/254d6bbe3986d628371ce6813f831bc5_cc27de71-a237-44a4-8976-c22a6c9eed19.jpg?v=1693933994&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/254d6bbe3986d628371ce6813f831bc5_cc27de71-a237-44a4-8976-c22a6c9eed19.jpg?v=1693933994&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-OV-RG-G5b_5f8bf74a-59d8-4a6d-9e34-e24b4ea146ef_3x_jpg.webp?v=1690908699&width=800&height=800&crop=center']",1.8mm,0.12 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-razor-kamellie-setting-oval-14k-rose-gold-1-carat-lab-diamond
The Kamellie Set With A 2.5 Carat Round Lab Diamond,"$2,960","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",2.5,Round,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_attpFD48F4uDurc3w_0b619a52-cc12-4b49-8cc3-a6befc2a3a1b.jpg?v=1721764329&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_attEMSIaaaMENadQs_819184da-6795-4905-9f1d-cdb70f8b404c.jpg?v=1721764329&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_attx4VkdmaiwAVyV5_d4c6642e-5447-4394-a691-b15d573b8248.jpg?v=1721764331&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_attKLM59KKNgCo3Am_e2cf7035-acb7-410a-8086-ff2e16be60bc.jpg?v=1721764332&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_att6Og4xQ3UFqlqi9_f79d9da3-87bd-46d5-b696-7ffbbea07a35.jpg?v=1723640720&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_attqoN0gsetJygra2_5b32d78b-4a08-4553-879f-de558c4e05fc.jpg?v=1723640721&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_atts5ZKg3jg7aS33L_392b3860-bcc1-4d07-b59e-82ecc1269c89.jpg?v=1723640723&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_att8U3mpNeINF41ul_12888d22-69c7-40d5-935f-6a0e0ef5a60d.jpg?v=1721764336&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_attQ0EbrIqXpVSLdc_683bd13d-7daa-461f-8473-367cd18c5de5.jpg?v=1721764337&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-WG_attEXTzZRvtoyv91a_ac6a2cac-4c1b-4ff2-811d-cd7d7dc31b5a.jpg?v=1721764339&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751.jpg?v=1693926676&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751.jpg?v=1693926676&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png']",1.5mm,0.08 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,2.5,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-round-18k-white-gold-solitaire-2-5-carat-lab-diamond
The Zoey Set With A 1 Carat Cushion Lab Diamond,"$2,520",criss-cross engagement ring,1,Cushion,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_092_3045ce1b-fc6f-4d67-aeaf-1a4ab4ad4144_3x_jpg.webp?v=1690864019&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_095_203c72e8-5d79-4300-8972-113b8f58ff81_3x_jpg.webp?v=1690864019&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_acf989e4-2ed3-4457-966c-8de0ae95a6ba.jpg?v=1693996011&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c_acf989e4-2ed3-4457-966c-8de0ae95a6ba.jpg?v=1693996011&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_089_e5f768b8-2f47-45dd-b128-0afbad274db0_3x_jpg.webp?v=1690864019&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-cushion-14k-rose-gold-1-carat-lab-diamond
The Monica Set With A 2 Carat Elongated Cushion Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Elongated Cushion,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-ECU-WG-G2c_0_ee9c5022-8ff6-4d03-b8c1-2e9e70456c04_3x_jpg.webp?v=1690853598&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-ECU-WG-G5d_0_bbc38268-7dff-4297-8918-dd741dabcb72_3x_jpg.webp?v=1690853599&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342_5b8429e9-e713-47ed-b244-ef753c35f94a.jpg?v=1693929327&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342_5b8429e9-e713-47ed-b244-ef753c35f94a.jpg?v=1693929327&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-ECU-WG-G5b_0_d9db3c28-e141-419b-b43b-5b63fe301461_3x_jpg.webp?v=1690853599&width=800&height=800&crop=center']",2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-monica-setting-elongated-cushion-14k-white-gold-2-carat-lab-diamond
The Jade Set With A 2 Carat Cushion Lab Diamond,"$3,920","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",2,Cushion,18k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-CU-YG-G2c_0_8c4a27ec-e0be-4c10-987c-3fc4d01c3069_3x_jpg.webp?v=1690888694&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-CU-YG-G5d_0_8c40d049-a640-4262-9629-26213988778c_3x_jpg.webp?v=1690888694&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/fb10825bebed56780361f51dd9990215_dc4bfda4-c729-46df-a408-4b0f58ef5e32.jpg?v=1693926407&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/fb10825bebed56780361f51dd9990215_dc4bfda4-c729-46df-a408-4b0f58ef5e32.jpg?v=1693926407&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-CU-YG-G5b_0_133e1f76-2720-4534-a9b3-e1937b950e9d_3x_jpg.webp?v=1690888694&width=800&height=800&crop=center']",1.8mm,0.3 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-cushion-18k-yellow-gold-2-carat-lab-diamond
The Kamellie Set With A 2 Carat Cushion Lab Diamond,"$2,470","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",2,Cushion,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-CU-RG_attN2KwZM94rHs7r5_d07b3c99-edca-4ec8-b691-1a53a8eae379.jpg?v=1715006101&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-CU-RG_att4smWRormvaAeVo_079e96f3-c9da-4406-9274-7aa9703460fe.jpg?v=1715006101&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-CU-RG_attJm03CtL1pSXvtH_11c7967d-08d2-47f1-8a38-4f00942ca90b.jpg?v=1715006101&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-CU-RG_attb0mrFaqhnynX3F_b216a086-8e8e-42cf-a0c9-fb1492527ec7.jpg?v=1715006101&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f_82e25e0c-358b-4bb9-a3b7-03f2048605f7.jpg?v=1693927220&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f_82e25e0c-358b-4bb9-a3b7-03f2048605f7.jpg?v=1693927220&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png']",1.5mm,0.08 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-cushion-14k-rose-gold-solitaire-2-carat-lab-diamond
The Kamellie Set With A 1.5 Carat Pear Lab Diamond,"$2,500","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1.5,Pear,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-RG_attlCz4TP1BjLdyr1_21c4629f-59b3-4f36-a399-1423a658672f.jpg?v=1715006084&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-RG_attdqQOd2cvAXwJUt_dc57872a-f51c-4970-9258-2bed2f0945a8.jpg?v=1715006084&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-RG_attevsvy183b9xWre_e6ed7b1d-73f9-481f-8f28-12dffe8e8f5b.jpg?v=1715006084&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f_8b042932-7014-481d-87a7-88c247c46a19.jpg?v=1693927217&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f_8b042932-7014-481d-87a7-88c247c46a19.jpg?v=1693927217&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-RG_attW690XHo9BqSEym_1f7c27ee-f40d-4438-aa3c-9d5504a17a6d.jpg?v=1715006084&width=800&height=800&crop=center']",1.5mm,0.08 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-pear-18k-rose-gold-solitaire-1-5-carat-lab-diamond
The Low Profile Kamellie Set With A 2 Carat Cushion Lab Diamond,"$3,320","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",2,Cushion,18k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attOpUQZDZ5ekG9vh_feff0350-13cc-4b90-a5dd-90298ac921b9.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attIqrIaRbgpCDRsZ_2157cc86-bba7-49d8-ab72-6de61b7d3e3e.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attRReAzqmfl7WWDI_2b046f9e-f376-479c-9a15-2318c75502dd.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attOS5UVWJgwWy6cH_1e9b96e8-8dd1-4afd-9df4-78343771e6bd.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_att57Y0pFIIVpAsFu_0b26dbc8-e80a-4936-bf14-629ac1429f0d.jpg?v=1714984585&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_94322bc8-9d11-4989-8db2-23b0c4fc7c60.jpg?v=1693928432&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_94322bc8-9d11-4989-8db2-23b0c4fc7c60.jpg?v=1693928432&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png']",1.5mm,0.25 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,Low,2,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-cushion-18k-yellow-gold-pave-2-carat-lab-diamond
The Kamellie Set With A 1.5 Carat Pear Lab Diamond,"$2,200","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1.5,Pear,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-WG_attG8L9846JJLIegU_320093b1-85b6-4f52-b39f-646c7d134efa.jpg?v=1715006110&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_45b443f1-e220-4b5f-94d6-e4c8d5376b00.jpg?v=1693926686&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_45b443f1-e220-4b5f-94d6-e4c8d5376b00.jpg?v=1693926686&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PS-WG_attWbhBAD17YuSNWy_940c065f-9704-4497-8d3c-ea41ebc8ce02.jpg?v=1715006110&width=800&height=800&crop=center']",1.5mm,0.08 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-pear-14k-white-gold-solitaire-1-5-carat-lab-diamond
The Halo Stephanie Set With A 2 Carat Pear Lab Diamond,"$4,170","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",2,Pear,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-PS-C125-WG-DIA-2ks_0.jpg?v=1699440773&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-PS-C1-WG-DIA-2Ks_0.jpg?v=1699440773&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_1d1a5e6c-1a61-447b-98f0-92c77c41f5af.jpg?v=1699440773&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_1d1a5e6c-1a61-447b-98f0-92c77c41f5af.jpg?v=1699440773&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PearShapeStoneSolo-KJBN2N2V.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-PS-C37-WG-DIA-2Ks_0.jpg?v=1699440773&width=800&height=800&crop=center']",1.5mm,0.3 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,Medium,2,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-pear-platinum-2-carat-lab-diamond
The Zoey Set With A 1 Carat Cushion Lab Diamond,"$2,520",criss-cross engagement ring,1,Cushion,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_091_6c00b4cc-0d1b-496c-9a6d-1bf6f29d2fcd_3x_jpg.webp?v=1690864017&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_094_cb7ec63e-fc24-4fb9-b8c4-b8940453f2a8_3x_jpg.webp?v=1690864016&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_ed06a354-9bb5-4880-85fe-17466e920403.jpg?v=1693995983&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_ed06a354-9bb5-4880-85fe-17466e920403.jpg?v=1693995983&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_088_32d5ae7c-00eb-4383-a191-77b7dd22d5c7_3x_jpg.webp?v=1690864017&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-cushion-14k-white-gold-1-carat-lab-diamond
The Razor Kamellie Set With A 1 Carat Oval Lab Diamond,"$1,770",slim knife-edge band,1,Oval,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-OV-WG_att7NnGkgsvkU6WVd_a877433e-c9a3-4da8-b3cd-f76837541d9a.jpg?v=1714943833&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-OV-WG_attYwPcUuBH9TaMOY_97e7c3ea-2957-47c2-bcd9-ba0fc19bbab7.jpg?v=1714943833&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b1e18bb76d59fc0274d9dfa88cefbee3_813451f2-6603-4f97-b2cd-8a0aa5531ff5.jpg?v=1693933956&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b1e18bb76d59fc0274d9dfa88cefbee3_813451f2-6603-4f97-b2cd-8a0aa5531ff5.jpg?v=1693933956&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png']",1.8mm,0.12 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-razor-kamellie-setting-oval-14k-white-gold-1-carat-lab-diamond
The Halo Stephanie Set With A 2 Carat Emerald Lab Diamond,"$4,170","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",2,Emerald,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-EM-C125-WG-DIA-2ks_0.jpg?v=1699446366&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-EM-C1-WG-DIA-2Ks_0.jpg?v=1699446366&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_3b422518-6465-44c0-9613-4e1c77f501a8.jpg?v=1699441003&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_3b422518-6465-44c0-9613-4e1c77f501a8.jpg?v=1699441003&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/EmeraldShapeStoneSolo-ZGDOHXSP.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-EM-C37-WG-DIA-2Ks_0_f632b2c3-d390-4b97-b921-654e5e79a2b0.jpg?v=1699446366&width=800&height=800&crop=center']",1.5mm,0.3 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,Medium,2,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-emerald-platinum-2-carat-lab-diamond
